,Unnamed: 0,readable,energies
99,99,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 6, 'F': 12, 'Si': 11, 'S': 1}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (9.552017983794212, 9.552017983794212, 79.92642729282379), (90.0, 90.0, 120.0)",-2.8769524097442627
0,0,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'Si': 11}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (7.938525718450546, 7.938525718450546, 64.39785155653954), (90.0, 90.0, 120.0)",-2.924399375915528
1,1,"Stage.LATTICE_PARAMETERS; Composition = {'H': 4, 'O': 10, 'F': 14, 'Si': 12}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (5.539357686787844, 5.539357686787844, 39.86620073914528), (90.0, 90.0, 120.0)",-2.868401050567627
2,2,"Stage.LATTICE_PARAMETERS; Composition = {'O': 3, 'F': 16, 'Mg': 7, 'Si': 3, 'S': 1}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (7.909412477910519, 7.909412477910519, 39.53200466036796), (90.0, 90.0, 120.0)",-3.432222843170166
3,3,"Stage.LATTICE_PARAMETERS; Composition = {'O': 2, 'F': 14, 'Mg': 1, 'Si': 5, 'S': 6}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (10.78689783513546, 10.78689783513546, 29.343693599104878), (90.0, 90.0, 120.0)",-2.773611545562744
4,4,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'F': 9, 'Mg': 7, 'Si': 2, 'P': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (10.256062970310449, 10.256062970310449, 27.39488591253757), (90.0, 90.0, 120.0)",-2.126854419708252
5,5,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 10, 'O': 6, 'F': 14, 'Mg': 6, 'Si': 6}; SpaceGroup = 185 | P6_3cm | hexagonal (7) | polar (3) | dihexagonal-pyramidal | 6mm; LatticeParameters = (8.520272944122553, 8.520272944122553, 52.10887141227722), (90.0, 90.0, 120.0)",-2.864898920059204
6,6,"Stage.LATTICE_PARAMETERS; Composition = {'C': 2, 'O': 10, 'F': 6, 'Mg': 12, 'P': 2}; SpaceGroup = 84 | P4_2/m | tetragonal (4) | centrosymmetric (2) | tetragonal-dipyramidal | 4/m; LatticeParameters = (11.094691165536641, 11.094691165536641, 29.40197028815746), (90.0, 90.0, 90.0)",-2.7375802993774414
7,7,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 6, 'Mg': 12, 'Si': 2, 'Fe': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (17.087454959750172, 17.087454959750172, 64.49585751891136), (90.0, 90.0, 120.0)",-2.920284509658813
8,8,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 10, 'O': 4, 'F': 12, 'Si': 4}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (6.186891385167837, 6.186891385167837, 72.65327676534653), (90.0, 90.0, 90.0)",-3.049316883087158
9,9,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 13, 'F': 11, 'Mg': 16, 'Si': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (4.179279456660152, 4.179279456660152, 12.501535537838935), (90.0, 90.0, 120.0)",-3.1365513801574707
10,10,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 9, 'F': 14, 'Mg': 14, 'S': 8, 'Cl': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (4.500789531320334, 4.500789531320334, 45.15514991283416), (90.0, 90.0, 120.0)",-2.598422050476074
11,11,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 6, 'F': 6, 'Mg': 8, 'S': 4}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (10.858176174014806, 10.858176174014806, 51.34123876690864), (90.0, 90.0, 120.0)",-2.8410234451293945
12,12,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 6, 'F': 14, 'Mg': 14, 'Cl': 6}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (6.475833467766643, 6.475833467766643, 73.25605005621911), (90.0, 90.0, 120.0)",-3.252992630004883
13,13,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 16, 'Mg': 5, 'Si': 9, 'S': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (7.2438408270478245, 7.2438408270478245, 40.26891297996044), (90.0, 90.0, 120.0)",-3.4327943325042725
14,14,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 13, 'Mg': 14, 'Si': 4, 'Cl': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (17.997343035042284, 17.997343035042284, 49.33767190277576), (90.0, 90.0, 120.0)",-3.0294814109802246
15,15,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 8, 'F': 14, 'Si': 6, 'Cl': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (2.396379308309406, 2.396379308309406, 30.638061037659643), (90.0, 90.0, 120.0)",-2.687353134155273
16,16,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 15, 'Si': 13, 'S': 5, 'Fe': 3}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (2.6818015720695256, 2.6818015720695256, 99.73376188874245), (90.0, 90.0, 120.0)",-2.630120277404785
17,17,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 16, 'Si': 8, 'S': 2}; SpaceGroup = 11 | P12_1/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (8.887542048096655, 4.834137981384992, 92.30486032366753), (90.0, 117.96884536743164, 90.0)",-3.5091216564178467
18,18,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'O': 10, 'F': 14, 'Mg': 14, 'Si': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (1.9275272930972278, 1.9275272930972278, 38.018949013948436), (90.0, 90.0, 120.0)",-3.208380460739136
19,19,"Stage.LATTICE_PARAMETERS; Composition = {'N': 1, 'O': 5, 'F': 15, 'Mg': 6, 'P': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (6.76682263277471, 6.76682263277471, 37.62207271158695), (90.0, 90.0, 120.0)",-3.16968297958374
20,20,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'F': 15, 'Mg': 5, 'Si': 3, 'Cl': 4}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (10.682353761047125, 10.682353761047125, 82.14106552004814), (90.0, 90.0, 120.0)",-3.042569637298584
21,21,"Stage.LATTICE_PARAMETERS; Composition = {'O': 7, 'F': 13, 'Mg': 15, 'Si': 2, 'Cl': 4}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (10.926931562274694, 10.926931562274694, 20.95179573744535), (90.0, 90.0, 120.0)",-3.1970973014831543
22,22,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 5, 'F': 16, 'Mg': 11, 'P': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (10.123905988037587, 10.123905988037587, 39.59633879363536), (90.0, 90.0, 120.0)",-3.2096662521362305
23,23,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 7, 'F': 14, 'Mg': 14}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (7.3032914966344835, 7.3032914966344835, 37.393174564838404), (90.0, 90.0, 120.0)",-3.3841917514801025
24,24,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 12, 'Mg': 7, 'Si': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.894832541048526, 8.894832541048526, 74.95936438441277), (90.0, 90.0, 120.0)",-3.614589214324951
25,25,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'C': 1, 'F': 14, 'Si': 8, 'Cl': 5}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (9.928205648064614, 31.430895131826396, 90.14982782006264), (90.0, 90.0, 90.0)",-2.600537776947021
26,26,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 16, 'Mg': 12, 'Si': 7, 'Cl': 2}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (1.3031645740382374, 40.47550401985645, 99.512894064188), (90.0, 127.37967371940613, 90.0)",-3.419933557510376
27,27,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'F': 15, 'Mg': 1, 'Si': 4, 'Cl': 4}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (3.3962874172255395, 3.3962874172255395, 53.22554397583007), (90.0, 90.0, 120.0)",-2.9698281288146973
28,28,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 9, 'F': 13, 'Mg': 8, 'P': 4}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (11.995798014104366, 11.995798014104366, 17.917152042686936), (90.0, 90.0, 120.0)",-3.098191738128662
29,29,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 11, 'Mg': 10, 'Si': 5, 'P': 4}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (8.608362093567848, 8.608362093567848, 5.315647204965353), (90.0, 90.0, 120.0)",-2.612098693847656
30,30,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 13, 'Mg': 7, 'Si': 6, 'P': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (18.135163919627665, 18.135163919627665, 68.64755476713181), (90.0, 90.0, 120.0)",-3.360125541687012
31,31,"Stage.LATTICE_PARAMETERS; Composition = {'H': 3, 'O': 5, 'F': 14, 'Si': 15, 'Cl': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (1.9704372968524693, 1.9704372968524693, 33.34992653727531), (90.0, 90.0, 120.0)",-2.2305004596710205
32,32,"Stage.LATTICE_PARAMETERS; Composition = {'O': 3, 'F': 14, 'Mg': 6, 'P': 2, 'Fe': 5}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (11.955608747154473, 11.955608747154473, 15.071796834468842), (90.0, 90.0, 120.0)",-2.8174448013305664
33,33,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 3, 'F': 9, 'Mg': 9, 'Si': 3}; SpaceGroup = 187 | P-6m2 | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -6m2; LatticeParameters = (10.690673517435789, 10.690673517435789, 80.36614280939102), (90.0, 90.0, 120.0)",-2.6561646461486816
34,34,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'O': 15, 'F': 12, 'Mg': 1, 'Si': 5}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (3.130750925466418, 3.130750925466418, 89.25635627508163), (90.0, 90.0, 120.0)",-2.4957871437072754
35,35,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 9, 'O': 5, 'F': 14, 'Si': 8, 'Cl': 4}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (3.816356111131608, 3.816356111131608, 65.70488912463189), (90.0, 90.0, 120.0)",-2.9752726554870605
36,36,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 14, 'Mg': 6, 'Si': 4, 'S': 7}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (6.955613838881254, 6.955613838881254, 45.309193879365914), (90.0, 90.0, 120.0)",-2.980324506759644
37,37,"Stage.LATTICE_PARAMETERS; Composition = {'O': 11, 'F': 10, 'Mg': 15, 'Si': 3, 'Cl': 2}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (7.553607035428286, 7.553607035428286, 24.017283371090887), (90.0, 90.0, 120.0)",-3.195146083831787
38,38,"Stage.LATTICE_PARAMETERS; Composition = {'N': 1, 'O': 6, 'F': 16, 'Mg': 14, 'Cl': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (7.792268417775631, 7.792268417775631, 59.71228998303413), (90.0, 90.0, 120.0)",-3.3145556449890137
39,39,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 6, 'O': 9, 'F': 15, 'Mg': 10, 'S': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (12.191716906428336, 12.191716906428336, 35.22323324680328), (90.0, 90.0, 120.0)",-3.202732563018799
40,40,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'O': 16, 'F': 10, 'Mg': 15, 'Si': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.174312694370746, 8.174312694370746, 67.69847050905229), (90.0, 90.0, 120.0)",-3.276148796081543
41,41,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 15, 'Mg': 7, 'Si': 4, 'Cl': 1}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (7.727678076177836, 0.9242544712906238, 68.39711149334907), (90.0, 90.0, 90.0)",-2.995022773742676
42,42,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'F': 11, 'Mg': 13, 'Si': 10, 'Fe': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.2964758137241, 3.2964758137241, 28.517796078324317), (90.0, 90.0, 120.0)",-2.9203410148620605
43,43,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 13, 'F': 12, 'Si': 5, 'P': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (11.868235799670218, 11.868235799670218, 51.72789922356605), (90.0, 90.0, 120.0)",-3.190958023071289
44,44,"Stage.LATTICE_PARAMETERS; Composition = {'O': 5, 'F': 13, 'Mg': 12, 'Si': 2, 'S': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (13.527018609642981, 13.527018609642981, 44.498048642277716), (90.0, 90.0, 120.0)",-3.213038206100464
45,45,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 9, 'F': 9, 'Mg': 5, 'P': 1, 'S': 8}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (6.141718976944685, 6.141718976944685, 43.770638489723204), (90.0, 90.0, 120.0)",-2.350164890289306
46,46,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 11, 'P': 2, 'Cl': 5, 'Fe': 4}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (6.808950444310904, 6.808950444310904, 23.234275272488592), (90.0, 90.0, 90.0)",-2.002373695373535
47,47,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 10, 'F': 15, 'Mg': 12, 'Si': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.2611046662554144, 3.2611046662554144, 33.214802116155624), (90.0, 90.0, 120.0)",-3.37861442565918
48,48,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 15, 'Mg': 5, 'Si': 5, 'P': 2}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (4.703312617912888, 4.703312617912888, 81.2033518910408), (90.0, 90.0, 120.0)",-3.522545337677002
49,49,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 12, 'F': 5, 'Mg': 4, 'Si': 2}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (8.206903575360775, 6.956356621533632, 66.7400652885437), (90.0, 98.91027808189392, 90.0)",-2.261141538619995
50,50,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 16, 'Mg': 4, 'Si': 7, 'Fe': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (7.670841912925243, 7.670841912925243, 38.66176168620586), (90.0, 90.0, 120.0)",-3.286008358001709
51,51,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 13, 'O': 5, 'F': 12, 'Mg': 10, 'Cl': 1}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (1.695857647806406, 3.4311503935605283, 11.346059595048427), (90.0, 59.73501726984978, 90.0)",-2.844321727752685
52,52,"Stage.LATTICE_PARAMETERS; Composition = {'F': 14, 'Mg': 11, 'S': 3, 'Cl': 1}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (6.727724281698466, 6.727724281698466, 98.79567613005638), (90.0, 90.0, 120.0)",-3.1405186653137207
53,53,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 8, 'F': 8, 'Si': 7, 'P': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (5.72832462079823, 5.72832462079823, 14.436682225763798), (90.0, 90.0, 120.0)",-2.903940200805664
54,54,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 6, 'Mg': 10, 'Si': 2, 'S': 6}; SpaceGroup = 129 | P4/nmm1 | tetragonal (4) | centrosymmetric (2) | ditetragonal-dipyramidal | 4/mmm; LatticeParameters = (9.460911925882101, 9.460911925882101, 29.330456414818762), (90.0, 90.0, 90.0)",-2.8619585037231445
55,55,"Stage.LATTICE_PARAMETERS; Composition = {'C': 1, 'O': 13, 'F': 13, 'Mg': 8, 'Si': 6}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (16.228000792860982, 16.77613156586885, 96.89425886273384), (90.0, 83.33635330200195, 90.0)",-3.312716007232666
56,56,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'N': 1, 'F': 9, 'Mg': 1, 'P': 3}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (18.09510534107685, 18.09510534107685, 47.99400614202022), (90.0, 90.0, 120.0)",-2.470935344696045
57,57,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 10, 'Mg': 8, 'Si': 3, 'Fe': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (27.22429103553295, 27.22429103553295, 42.19625232815742), (90.0, 90.0, 120.0)",-2.4781711101531982
58,58,"Stage.LATTICE_PARAMETERS; Composition = {'C': 1, 'O': 5, 'F': 11, 'Mg': 1, 'Si': 4}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (12.275731088221074, 8.668226240575313, 68.71891506314277), (90.0, 90.0, 90.0)",-3.40659236907959
59,59,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 16, 'F': 12, 'Si': 8, 'S': 2}; SpaceGroup = 26 | Pmc2_1 | orthorhombic (3) | polar (3) | rhombic-pyramidal | mm2; LatticeParameters = (5.924977804720402, 11.00880969017744, 82.69514298439026), (90.0, 90.0, 90.0)",-3.207893848419189
60,60,"Stage.LATTICE_PARAMETERS; Composition = {'O': 16, 'F': 7, 'Mg': 1, 'P': 3, 'Fe': 10}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (3.869922480173409, 3.869922480173409, 96.70105858445167), (90.0, 90.0, 120.0)",-2.504048109054565
61,61,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 6, 'F': 13, 'Mg': 10, 'P': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (2.461588666215539, 2.461588666215539, 8.514291550219058), (90.0, 90.0, 120.0)",-3.017683982849121
62,62,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 11, 'Mg': 12, 'Si': 6, 'Cl': 4}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (8.993572425842284, 17.29997497051954, 47.11061163246631), (90.0, 134.36278104782104, 90.0)",-3.2081704139709477
63,63,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 11, 'F': 16, 'Si': 1, 'S': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.469944620132447, 8.469944620132447, 76.58057391047478), (90.0, 90.0, 120.0)",-1.6823574304580688
64,64,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 10, 'Mg': 5, 'Si': 3, 'P': 3}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.963071082532405, 8.963071082532405, 30.355715027451513), (90.0, 90.0, 120.0)",-3.271129608154297
65,65,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 14, 'Mg': 2, 'Si': 8, 'Cl': 2}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (6.767466845363378, 6.767466845363378, 39.34710346460342), (90.0, 90.0, 120.0)",-3.4208879470825195
66,66,"Stage.LATTICE_PARAMETERS; Composition = {'N': 1, 'O': 8, 'F': 8, 'Mg': 16, 'Cl': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (9.435463867336512, 9.435463867336512, 72.70689888000489), (90.0, 90.0, 120.0)",-3.006677627563477
67,67,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'N': 2, 'O': 1, 'Si': 7, 'P': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (16.691495691239833, 16.691495691239833, 16.927629692852495), (90.0, 90.0, 120.0)",-0.3527109622955322
68,68,"Stage.LATTICE_PARAMETERS; Composition = {'O': 7, 'F': 15, 'Mg': 5, 'P': 5, 'Fe': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (2.8103321358561515, 2.8103321358561515, 76.60541799664497), (90.0, 90.0, 120.0)",-3.2618279457092285
69,69,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'O': 7, 'F': 16, 'Mg': 11, 'Si': 8}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (6.286938892304898, 16.690936020016668, 92.32935000061988), (90.0, 138.03165555000305, 90.0)",-3.059972286224365
70,70,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 11, 'O': 11, 'F': 14, 'Mg': 7, 'P': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.609877931326627, 8.609877931326627, 56.258672571182245), (90.0, 90.0, 120.0)",-3.066878318786621
71,71,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 12, 'F': 16, 'Si': 9, 'Cl': 4}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (7.068066406995058, 7.068066406995058, 66.13013293147087), (90.0, 90.0, 120.0)",-3.07065486907959
72,72,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'F': 7, 'Mg': 10, 'Si': 8}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.456045133620501, 8.456045133620501, 96.76296796798707), (90.0, 90.0, 120.0)",-3.2175111770629883
73,73,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 9, 'F': 8, 'Mg': 8, 'Si': 2}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (7.439062714576721, 21.170727601647375, 38.75314905643463), (90.0, 136.72336339950562, 90.0)",-3.279304981231689
74,74,"Stage.LATTICE_PARAMETERS; Composition = {'H': 3, 'C': 3, 'F': 9, 'Mg': 12, 'Si': 7}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (18.693421936035154, 18.693421936035154, 13.51248487830162), (90.0, 90.0, 120.0)",-1.0828863382339478
75,75,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 13, 'Mg': 9, 'P': 3, 'Cl': 6}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.931539845280349, 3.931539845280349, 79.90816340446472), (90.0, 90.0, 120.0)",-3.249837875366211
